experimentSetID,numMonomers,dim,b,Nc,keepCL,diffusionConstant,numRealisations,dt,dt_relax,excludedVolumeCutOff,waitingSteps,numMaxSteps,encounterDistance,genomicDistance,Nb,selectedSubDomain,iterationsNumber,events,polymerParams,FETs,eventsCounter,repair_probability_CI,MSRG_atEncounter
0,100,3,0.2,15,True,0.008,200,0.01,0.01,0.2,200,1000,0.1,2,2,0,200,"['Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair']","{'b': 0.2, 'monomersNumber': 100, 'crosslinksNumber': 15}","[3.76 7.29 0.09 0.74 0.98 7.58 8.53 3.85 2.6  4.97 1.28 1.57 5.71 8.77
 0.69 0.4  2.57 1.53 1.19 3.87 2.04 0.   5.53 5.95 7.3  0.08 2.93 2.37
 6.76 6.94 6.7  7.81 0.78 6.01 2.55 1.85 7.28 8.46 1.06 8.05 0.3  2.59
 9.89 0.47 0.22 9.86 8.5  2.03 6.67 5.4  3.72 0.84 1.39 8.52 4.18 0.18
 2.84 0.14 0.64 6.42 5.96 3.73 3.41 8.47 0.05 9.19 0.9  5.22 0.48 3.73
 1.17 3.58 8.3  2.81 0.01 3.07 2.75 1.42 6.86 1.35 7.59 0.15 1.61 1.59
 2.91 9.52 9.3  2.13 8.26 3.69 4.19 0.54 4.7  1.05 9.1  2.19 7.29 7.93
 6.54 0.4  0.38 0.59 1.86 7.05 9.41 9.4  0.19 4.87 9.25 6.79 1.12 0.67
 3.06 8.55 1.27 1.06 2.65 4.43 3.19 5.26 5.39 0.41 9.65 6.74 7.05 8.82
 6.37 2.04 5.03 2.97 7.59 0.56 0.18 2.44]","Counter({'Misrepair': 120, 'Repair': 14})","[0.1044776119402985, 0.05179090675041938]","[0.36769572523628435, 0.3486157124915475, 0.5960769002016694, 0.284078794276249, 0.9071196204092593, 0.4018420618632522, 0.39570805880662524, 1.097347532000622, 0.49583651131492595, 0.35012283086958396, 0.3320048299825853, 0.5410419273325753, 0.3362588306468086, 0.2979628883342814, 1.108171567290027, 0.6247267628391491, 0.8425540442843478, 1.1336839994422236, 1.1365429308992478, 0.9174359937078538, 0.3833773683937502, 0.31428948713651317, 0.19384782355467095, 0.4695312086987646, 0.23983137620891312, 0.5125256983052816, 0.8274763535667189, 0.6005797852822728, 0.826229746119861, 0.3472111920297368, 0.30747130287758045, 0.7251636452097352, 0.31239772011601213, 0.353373052378628, 0.7154450753642115, 0.8777000455354266, 1.4500642544960187, 0.41325664366109605, 0.3944383896814289, 0.45098210997277705, 0.9972618773100783, 0.5576732435467262, 0.7689362063339314, 0.3367399139388258, 0.8205096523589431, 0.46218657381226547, 0.35870713675754784, 1.1319456702208937, 0.4398482081158722, 0.4707244865211194, 0.4247723269781266, 0.4227553118945507, 0.3411886038110717, 0.27718146443026015, 0.46584015866005424, 0.1889247581858437, 0.28593782095320536, 1.9365484096588887, 0.6353386875861348, 0.24043112603986613, 0.42515088600421713, 0.6393428137880833, 0.40876918848474425, 0.4444865777655995, 0.4379135112367141, 1.7845943839429728, 0.5953281460742136, 0.19655363661902142, 0.6128091616107725, 0.5059853487692615, 1.7868601673248259, 0.7525282583462416, 0.3903579724090869, 1.391481884326719, 1.3302786030872644, 0.46868922351500286, 0.5995274167658894, 0.708132878058574, 0.40964931329231485, 0.7983927515844992, 0.21687282768287475, 0.16777854212819562, 1.9112779993979243, 0.44262165195674025, 0.24565152267718038, 0.24051462403673451, 0.4367536712302242, 0.4525688283118426, 0.264935772008833, 1.0271518294873336, 0.521927577548546, 1.136193277080733, 0.6562524006613902, 0.4513907551333565, 0.40506045373808897, 0.19431580124372508, 0.5022752580346469, 0.44153490162385883, 0.15132573190227908, 0.19070709813133674, 1.3086772769239203, 1.00918981963129, 0.4578015185448889, 0.8169556656146314, 0.3774171381247673, 0.18288152372460206, 0.49309901385867916, 0.2690506208040884, 0.2856274625362331, 0.35948155284886285, 0.3539266073213883, 0.855172378388586, 0.37094079847367184, 0.6254449251518058, 0.46096728188915465, 1.1812077956354186, 1.8493167026943578, 0.5804562750613989, 0.28077201649957984, 0.6961403918508379, 0.31636816622998987, 1.3844487133672165, 0.40220535039582034, 0.3549087625838023, 0.3830951583646851, 0.7239119783502639, 0.2087599087090767, 0.378447919140725, 0.3290890680825885, 0.3571853541149163, 0.48594580726052233, 1.2441926042127864, 1.073971170474713, 1.2770802951029292]"
experimentSetID,numMonomers,dim,b,Nc,keepCL,diffusionConstant,numRealisations,dt,dt_relax,excludedVolumeCutOff,waitingSteps,numMaxSteps,encounterDistance,genomicDistance,Nb,selectedSubDomain,iterationsNumber,events,polymerParams,FETs,eventsCounter,repair_probability_CI,MSRG_atEncounter
0,100,3,0.2,15,True,0.008,200,0.01,0.01,0.2,200,1000,0.1,4,2,0,200,"['Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair']","{'b': 0.2, 'monomersNumber': 100, 'crosslinksNumber': 15}","[2.25 7.5  2.27 4.98 0.32 1.82 7.99 6.83 1.41 9.85 9.66 0.   6.11 7.72
 1.65 0.93 0.01 8.03 0.13 3.98 5.61 3.18 0.74 0.28 0.   0.46 9.5  0.39
 3.34 0.35 0.03 7.73 2.38 2.54 3.7  3.32 2.88 2.72 1.74 6.39 9.22 1.34
 7.61 9.55 0.78 5.01 1.01 0.25 7.4  6.86 9.98 1.91 3.41 3.76 1.25 0.
 1.32 8.95 8.05 4.07 5.22 2.5  2.96 8.68 2.79 1.23 0.62 0.32 1.18 8.31
 4.91 1.75 9.23 2.18 5.07 3.55 7.2 ]","Counter({'Misrepair': 56, 'Repair': 21})","[0.2727272727272727, 0.0994772210389638]","[0.5992057268823029, 0.1640264217706008, 0.48690271343682623, 0.4822698952107206, 0.28763784031190326, 1.7758081896152904, 0.8883952925528311, 0.479391936511441, 0.7580120764043194, 1.0362126991471046, 0.11526140883775492, 0.7417764077865698, 1.2375064463648806, 0.3053398185496561, 0.4254234241114046, 0.5960217229258383, 0.968395711257453, 0.3196152036426805, 0.8022831034912095, 0.3037707214573376, 0.40426163643805546, 0.2870290030772902, 0.6624165712589775, 0.7436722000413554, 0.46579047196156653, 0.7367372044272635, 0.3875990863439233, 1.256623796328779, 0.3497430553063963, 0.7865085514241325, 1.1203811228154938, 0.4206431098915987, 0.35379590704876823, 0.3936604050193953, 0.43497766790704356, 0.6711725492522232, 0.32312289458541726, 0.8127892251399556, 0.7138539529669061, 0.5322341115611858, 0.4421983520076459, 0.8492619998893531, 0.6153291211976262, 0.6777165007842758, 0.3997846446299751, 0.58671660914169, 1.086898917592417, 1.0915805629365705, 0.16675122080779178, 0.3016592827125798, 0.9517562891032688, 1.4187661439695207, 1.1668721813275744, 0.509682051035317, 0.16333864581094404, 0.33494731305637315, 0.7318121043790368, 1.451360759280324, 0.27533309874967127, 0.3191615188186694, 0.688180956335987, 0.29851871476353975, 0.7135053389231895, 0.40615753108097913, 0.3399702522517245, 0.40548358659912304, 0.5149868546353172, 0.44361540228916796, 0.48721420986254166, 0.43780876272946, 0.34926445995496785, 0.2638273689109925, 0.3839406366600555, 0.33424345593067534, 0.24494272075662848, 0.3417014489629573, 0.38452814114528644]"
experimentSetID,numMonomers,dim,b,Nc,keepCL,diffusionConstant,numRealisations,dt,dt_relax,excludedVolumeCutOff,waitingSteps,numMaxSteps,encounterDistance,genomicDistance,Nb,selectedSubDomain,iterationsNumber,events,polymerParams,FETs,eventsCounter,repair_probability_CI,MSRG_atEncounter
0,100,3,0.2,15,True,0.008,200,0.01,0.01,0.2,200,1000,0.1,6,2,0,200,"['Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair']","{'b': 0.2, 'monomersNumber': 100, 'crosslinksNumber': 15}","[2.63 2.   6.17 3.65 0.75 7.64 9.35 1.35 2.16 9.2  8.18 3.46 1.44 1.6
 8.34 1.7  4.64 0.03 0.25 0.8  9.22 9.31 2.16 3.25 1.16 0.25 7.79 3.25
 2.71 3.27 4.35 9.09 0.46 0.96 7.69 8.7  1.9  5.68 0.74 4.16 1.25 3.85
 2.71 6.63 0.65 9.67 4.78 3.51 0.71 1.81 4.65 1.2  8.58 0.17 3.51 1.33
 4.79 0.09 1.06 6.87 5.97 5.16 7.99 5.8  8.86 9.58 3.2  0.3  0.07 9.3
 0.39 5.6  0.11 1.15 1.32]","Counter({'Misrepair': 45, 'Repair': 30})","[0.4, 0.11087434329005065]","[0.38573732149037043, 0.39413233540813924, 0.3244802563634238, 0.6536928536724631, 0.5363327498685653, 0.3040116636565921, 1.1696130891401466, 0.4920527411016643, 0.9575824941574592, 0.3189044464170098, 0.4667088339742037, 0.1860241747804089, 0.4874652426347714, 0.23882149386022655, 0.2277240736951177, 0.3191039539129327, 0.3174391802711693, 0.6285110192259282, 0.2288807489175139, 0.5718968964863669, 0.7303991145726779, 0.48891791917379984, 0.3849031561818045, 0.5309759531959286, 0.45306048117776043, 0.8975606755294243, 0.8515026958306362, 0.33849018483181054, 0.7047890551403517, 0.37822318677849753, 0.907300638964091, 0.32885721907280474, 0.7236169973884705, 0.8716077894470385, 0.14282237358460215, 0.40833215198530576, 0.30668314934366736, 0.36543852848273933, 0.6573275656146713, 0.9539005999458072, 0.48357152768053147, 0.40412579612893174, 0.25706160180208454, 0.5521266163380594, 0.5505577669365685, 0.21422788770882747, 0.5881180644615407, 0.4844527680841227, 0.7352846978615097, 1.2483339287815167, 0.33167196590363296, 1.2761841863116026, 1.1323440625984516, 0.8267429004483883, 0.4383732223662641, 0.43591827945665634, 0.5825888481878505, 0.30545244520417714, 0.5591837824762398, 0.19388889873329, 0.4683072113704212, 0.3075499990611894, 0.8000461819940505, 0.34215851275291276, 0.21829741822437287, 0.39518002591376833, 0.4005548496087657, 0.7772986382558068, 2.8891065128365234, 0.3248858080347145, 0.48677725138631156, 0.5400714875350492, 0.9207480639152462, 1.7733682049442479, 0.35180241895770126]"
experimentSetID,numMonomers,dim,b,Nc,keepCL,diffusionConstant,numRealisations,dt,dt_relax,excludedVolumeCutOff,waitingSteps,numMaxSteps,encounterDistance,genomicDistance,Nb,selectedSubDomain,iterationsNumber,events,polymerParams,FETs,eventsCounter,repair_probability_CI,MSRG_atEncounter
0,100,3,0.2,15,True,0.008,200,0.01,0.01,0.2,200,1000,0.1,8,2,0,200,"['Repair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Repair']","{'b': 0.2, 'monomersNumber': 100, 'crosslinksNumber': 15}","[2.88 1.78 2.59 3.   1.38 9.33 0.66 2.51 6.97 2.59 5.8  1.47 0.68 1.27
 1.04 6.34 7.42 1.3  0.81 3.9  7.95 9.35 6.61 1.78 0.98 8.95 9.89 0.13
 2.13 4.82 0.36 3.39 0.42 0.08 0.   1.92 8.02 8.02 1.2  8.41 4.16 1.51
 8.96 3.48 6.69 3.95 0.22 7.69 0.59 1.12 4.19 6.35 6.83 1.67 1.41 5.56
 2.52 1.91 0.77 0.06 0.42 1.77 9.01 1.95]","Counter({'Repair': 39, 'Misrepair': 25})","[0.609375, 0.11953316481309434]","[0.4355914406991443, 0.9156867851409853, 0.7118748599659953, 0.4714361961342615, 0.6053491105973362, 0.21877465140119906, 0.2709298427993595, 0.639379123666853, 0.461381211354569, 0.31570740673828473, 1.2403713368941238, 0.6057644248791008, 0.5185947190924274, 1.090580462583555, 0.42407886813628815, 0.8788975680987754, 0.21248236427974102, 0.8105340944643609, 0.5246259332364184, 0.6021975665161208, 0.27001571527528706, 0.30123486215155454, 0.5217596764651936, 1.064731894211424, 0.5422679618435907, 0.32114714413675316, 0.3267878827335979, 1.1202100965864012, 0.8437082288709935, 0.36295856413764577, 0.44009914931391575, 0.7460587378501361, 0.20058499855689602, 0.5153155042332953, 0.5944589146978718, 0.33224230553937906, 0.3078245567614012, 0.23197214853493553, 0.4481795184597727, 1.1087571669598177, 0.41822709956689996, 0.235922206427949, 0.3401126627038066, 0.5162454012093646, 0.678634361755867, 0.4859809574534795, 0.6335494518421371, 0.6514366596263765, 0.43058518239223154, 1.0428403580511323, 0.8155832552899729, 0.5024483390615171, 0.34036115786449306, 0.41703730251661836, 0.43898184380451577, 0.7498323221054294, 0.1773679965212218, 0.42155388909729796, 1.1275280286564857, 0.2775047525308894, 0.5685150357373604, 0.29750583186739643, 0.3494905217339425, 0.7595649260166022]"
experimentSetID,numMonomers,dim,b,Nc,keepCL,diffusionConstant,numRealisations,dt,dt_relax,excludedVolumeCutOff,waitingSteps,numMaxSteps,encounterDistance,genomicDistance,Nb,selectedSubDomain,iterationsNumber,events,polymerParams,FETs,eventsCounter,repair_probability_CI,MSRG_atEncounter
0,100,3,0.2,15,True,0.008,200,0.01,0.01,0.2,200,1000,0.1,10,2,0,200,"['Repair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Repair']","{'b': 0.2, 'monomersNumber': 100, 'crosslinksNumber': 15}","[0.42 9.43 6.61 0.51 9.04 0.22 8.81 7.65 8.97 0.21 8.02 0.05 8.88 2.46
 1.27 3.3  0.43 2.57 1.44 2.71 7.27 0.42 9.99 1.06 0.37 6.51 5.92 1.96
 6.18 7.34 3.12 2.99 5.42 3.73 1.04 6.21 5.52 3.56 2.47 9.36 6.83 4.94
 7.47 2.72 7.7  7.47 3.52 0.   9.21 1.38 2.92 2.46 0.31 0.41 3.28 8.87
 0.09 3.3 ]","Counter({'Misrepair': 30, 'Repair': 28})","[0.4827586206896552, 0.12860377710435164]","[0.36502361044062276, 0.38116355906140226, 0.5408221876022037, 1.7480974931258602, 0.33026377221307845, 1.5178288320041253, 0.5786946645119899, 0.27515215763314327, 0.7522310287631686, 0.5610050245699462, 0.40058596521924683, 0.638847969364641, 0.23973673297465217, 0.5346726843106768, 0.45323788422730227, 0.9098597384957453, 0.4747771657056132, 0.2829539747673848, 0.5096509831952116, 0.48321459235346365, 1.214191847146413, 0.4077470177952791, 0.3261899638770667, 0.5817958940650463, 0.5215104284148111, 0.5554591689587113, 0.8202257252169285, 0.9842678629704095, 0.4884200150104581, 0.5853400509152348, 0.2975762894507912, 1.2560309297405146, 1.2254051655607712, 0.5785179290733061, 0.6015605409675028, 0.8706335903610917, 0.4433506285689582, 0.40581524852321854, 0.2108061360919046, 0.43005126259375404, 0.3586690873649255, 0.2960364197428531, 0.3628535965048162, 1.2089195116244138, 0.41129347041036746, 0.8531368849241523, 0.3469877977254317, 0.4073280735833882, 0.7043444845086155, 0.7005684813072004, 0.4272442835780591, 0.588323723062334, 0.45340645355499143, 0.7388820376194112, 0.6787595040284833, 0.284327744495449, 0.18124581179501065, 0.6795311235988756]"
